Hawaii Nonprofit Name,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
HOKEY POKEY,931612743,HOKEY POKEY,% JENNIFER WEVER,92-2193 OPALIPALI ST,KAPOLEI,HI,96707-3771,0.0,3.0,3.0,1000.0,202307.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F50,
HOMER H HUTTON CHARITABLE TR,326049322,HOMER H HUTTON CHARITABLE TR,% FIRST HAWAIIAN BANK TTEE,PO BOX 3708,HONOLULU,HI,96811-3708,0.0,3.0,3.0,1000.0,201201.0,1.0,4.0,0.0,2.0,1.0,202403.0,6.0,4.0,0.0,1.0,3.0,2699576.0,104670.0,,T22,
HONDA FOUNDATION,990272268,HONDA FOUNDATION,,2969 KALAKAUA AVE APT 1204,HONOLULU,HI,96815-4627,0.0,3.0,3.0,1000.0,199003.0,1.0,4.0,408000000.0,1.0,1.0,202412.0,6.0,5.0,0.0,1.0,12.0,4572284.0,707140.0,,,
HONI HONI CATS MAUI INC,922095269,HONI HONI CATS MAUI INC,,1140 NAKUI ST,MAKAWAO,HI,96768-9428,0.0,3.0,3.0,1000.0,202302.0,1.0,15.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,D20,
HONOLULU COUNTY DENTAL SOCIETY,237067493,HONOLULU COUNTY DENTAL SOCIETY,,500 ALA MOANA BLVD 7-411,HONOLULU,HI,96813-4902,0.0,6.0,3.0,2000.0,195804.0,2.0,0.0,205000000.0,5.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,214238.0,105058.0,105058.0,,
HONOLULU COUNTY MEDICAL SOCIETY,990073499,HONOLULU COUNTY MEDICAL SOCIETY,% 1314 S KING ST STE 855,1360 S BERETANIA ST STE 301,HONOLULU,HI,96814-1520,0.0,6.0,3.0,2000.0,196112.0,2.0,0.0,205000000.0,1.0,1.0,202312.0,6.0,3.0,1.0,0.0,12.0,1452577.0,89405.0,89405.0,,
HONOLULU FIRE DEPARTMENT FIREMENS FUND INC,990119588,HONOLULU FIRE DEPARTMENT FIREMENS FUND INC,,PO BOX 38167,HONOLULU,HI,96837-1167,0.0,9.0,3.0,1000.0,198106.0,2.0,0.0,279000000.0,1.0,1.0,202312.0,6.0,4.0,1.0,0.0,12.0,1237052.0,307934.0,307934.0,,
HONOLULU FOUNDATION,204189618,HONOLULU FOUNDATION,% HSI ELECTRIC INC,PO BOX 10753,HONOLULU,HI,96816-0753,0.0,3.0,3.0,1000.0,200607.0,1.0,15.0,0.0,1.0,1.0,202503.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,A23,
HONOLULU PROFESSIONALS FOUNDATION,270370215,HONOLULU PROFESSIONALS FOUNDATION,% C/O SHANE CHAN,745 FORT STREET MALL STE 1900,HONOLULU,HI,96813-3820,0.0,3.0,3.0,1000.0,201012.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,T12,HPF
HOOLA CANCER EXERCISE WELLNESSPROGRAM,203869435,HOOLA CANCER EXERCISE WELLNESSPROGRAM,% KAREN MERRILL,601 KAIMALINO ST,KAILUA,HI,96734-1614,0.0,3.0,3.0,1200.0,200611.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G99,
HOOLANA FUND SUPPORTING BIG ISLAND FAMILIES WITH CHILDREN IN SERIOU,933140257,HOOLANA FUND SUPPORTING BIG ISLAND FAMILIES WITH CHILDREN IN SERIOU,% HOOLANA FUND,PO BOX 1128,HILO,HI,96721-1128,0.0,3.0,3.0,1000.0,202409.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,E86,HOOLANA FUND
HOOMAU KE OLA,990252827,HOOMAU KE OLA,,PO BOX 837,WAIANAE,HI,96792-0837,0.0,3.0,3.0,1000.0,199411.0,1.0,15.0,320000000.0,1.0,1.0,202212.0,4.0,6.0,1.0,0.0,12.0,490962.0,1522722.0,1522722.0,F34Z,
HOOMOANA,263179350,HOOMOANA,,305 E WAKEA AVE,KAHULUI,HI,96732-2417,0.0,3.0,3.0,1000.0,201010.0,1.0,4.0,0.0,1.0,1.0,202312.0,5.0,4.0,0.0,1.0,12.0,665333.0,417836.0,,T20,
HOOULU ME KA IKAIKA,933396432,HOOULU ME KA IKAIKA,% MARSENA M ENOS,PO BOX 1168,KURTISTOWN,HI,96760-1168,0.0,3.0,3.0,1000.0,202309.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E86,
HOPE ACROSS THE WORLD INC,844077923,HOPE ACROSS THE WORLD INC,,583 KAMOKU ST APT 2805,HONOLULU,HI,96826-5236,0.0,3.0,3.0,1000.0,202001.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G12,
HOPE ALIVE HAWAII INC,261676257,HOPE ALIVE HAWAII INC,% RONALD T NELSON,925 BETHEL ST STE 302,HONOLULU,HI,96813-4307,0.0,3.0,3.0,1000.0,200808.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F60,
HOPE ARISE,934806454,HOPE ARISE,% PAULA PERKINS,74-5576 PAWAI PL STE J PMB 549,KAILUA KONA,HI,96740-1626,0.0,3.0,3.0,1000.0,202501.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F33,HOPE ARISE HAWAII
HOPE HELP AND HEALING KAUAI,203420885,HOPE HELP AND HEALING KAUAI,% DONNA JOLLAY,PO BOX 662229,LIHUE,HI,96766-7229,0.0,3.0,3.0,1000.0,202203.0,1.0,16.0,0.0,1.0,1.0,202212.0,2.0,3.0,1.0,0.0,12.0,18729.0,59592.0,59592.0,P72,
HOPE AND PEACE INC,522348395,HOPE AND PEACE INC,% GREGORY TAKEMURA,96822,HONOLULU,HI,96822-0000,0.0,3.0,3.0,1000.0,201504.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,O50,
HOPE FOR TOMORROW COMMUNITY RESOURCES INC,464752053,HOPE FOR TOMORROW COMMUNITY RESOURCES INC,,PO BOX 2219,WAILUKU,HI,96793-7219,0.0,3.0,3.0,1000.0,201509.0,1.0,21.0,0.0,1.0,1.0,202412.0,3.0,3.0,1.0,0.0,12.0,62989.0,50100.0,50100.0,G20,
HOSPICE HANA,873064813,HOSPICE HANA,% HAUNANI COLLINS,PO BOX 747,HANA,HI,96713-0747,0.0,3.0,3.0,1000.0,202205.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,P74,
HOSPICE HAWAII INC,990203930,HOSPICE HAWAII INC,,860 IWILEI RD,HONOLULU,HI,96817-5018,0.0,3.0,3.0,2000.0,198103.0,1.0,15.0,179994000.0,1.0,1.0,202312.0,8.0,8.0,1.0,0.0,12.0,10543312.0,10105982.0,9736239.0,P74Z,
HOSPICE MAUI INC,990215149,HOSPICE MAUI INC,,400 MAHALANI ST,WAILUKU,HI,96793-2547,0.0,3.0,3.0,1000.0,198208.0,1.0,15.0,179994000.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,12762733.0,11567580.0,11567580.0,P74Z,
HOSPICE OF KONA FOUNDATION,843414418,HOSPICE OF KONA FOUNDATION,% HOSPICE OF KONA FOUNDATION,75-5925 WALUA RD STE 202,KAILUA KONA,HI,96740-5311,0.0,3.0,3.0,1200.0,202006.0,1.0,15.0,0.0,1.0,1.0,202312.0,6.0,5.0,1.0,0.0,12.0,1640686.0,917593.0,470880.0,P11,
HOSPICE OF KONA INC,990246297,HOSPICE OF KONA INC,,PO BOX 4130,KAILUA KONA,HI,96745-4130,0.0,3.0,3.0,1000.0,198606.0,1.0,15.0,179000000.0,1.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,2514272.0,3043610.0,3031410.0,P74Z,
HPM BUILDING SUPPLY FOUNDATION,990207048,HPM BUILDING SUPPLY FOUNDATION,,16-166 MELEKAHIWA ST,KEAAU,HI,96749-8016,0.0,3.0,3.0,1000.0,198202.0,1.0,4.0,602000000.0,1.0,1.0,202311.0,4.0,4.0,0.0,1.0,11.0,217168.0,191383.0,,,
HUI KAHU MALAMA,823001797,HUI KAHU MALAMA,,868 ULULANI ST STE 102,HILO,HI,96720-3913,0.0,3.0,3.0,1200.0,201804.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,
HUI LAULIMA O HANA,320243201,HUI LAULIMA O HANA,,PO BOX 218,HANA,HI,96713-0218,0.0,3.0,3.0,1000.0,200809.0,1.0,15.0,0.0,1.0,1.0,202212.0,3.0,4.0,1.0,0.0,12.0,35602.0,107632.0,107632.0,E32,
HUI MALAMA OLA NA ʻOIWI,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUI NO KE OLA PONO INC,990287193,HUI NO KE OLA PONO INC,,95 MAHALANI ST RM 21,WAILUKU,HI,96793-2521,0.0,3.0,3.0,1000.0,199208.0,1.0,15.0,154179000.0,1.0,1.0,202307.0,6.0,7.0,1.0,0.0,7.0,3030428.0,6689792.0,6689792.0,,
HUI POHALA,883937539,HUI POHALA,,5710 HALEOLA ST,HONOLULU,HI,96821-2008,0.0,3.0,3.0,1000.0,202308.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,
HUNG WO & ELIZABETH CHING FOUNDATION,996008990,HUNG WO & ELIZABETH CHING FOUNDATION,,841 BISHOP ST STE 940,HONOLULU,HI,96813-3918,0.0,3.0,3.0,1000.0,196308.0,1.0,4.0,602000000.0,1.0,1.0,202401.0,6.0,4.0,0.0,1.0,1.0,3939640.0,379898.0,,,
I OLA LAHUI INC,208924382,I OLA LAHUI INC,% AYDA AUKAHI AUSTIN,1441 KAPIOLANI BLVD STE 1802,HONOLULU,HI,96814-4408,0.0,3.0,3.0,2100.0,200805.0,1.0,15.0,0.0,1.0,1.0,202312.0,5.0,6.0,1.0,0.0,12.0,648642.0,1883206.0,1883206.0,F03,
IBOUNCE UP,932741719,IBOUNCE UP,,55-652 WAHINEPEE ST,LAIE,HI,96762-1253,0.0,3.0,3.0,1280.0,202309.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,P40,
ILIHIA MATERNITY CARE,920864318,ILIHIA MATERNITY CARE,% KALEIPOMAIKAI VELLALOS,3091 PUHALA RISE,HONOLULU,HI,96822-1462,0.0,3.0,3.0,1000.0,202211.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,
ILILANI FOUNDATION,880729006,ILILANI FOUNDATION,,PO BOX 75581,KAPOLEI,HI,96707-0581,0.0,3.0,3.0,1200.0,202402.0,1.0,15.0,0.0,1.0,1.0,202412.0,1.0,1.0,2.0,0.0,12.0,2691.0,3418.0,3418.0,G30,
ILWU LOCAL 142 GENERAL HEALTH & WELFARE TRUST,262318475,ILWU LOCAL 142 GENERAL HEALTH & WELFARE TRUST,% PACIFIC ADMINISTRATORS INC,1440 KAPIOLANI BLVD STE 800,HONOLULU,HI,96814-3613,0.0,9.0,3.0,1000.0,201001.0,2.0,0.0,0.0,2.0,1.0,202312.0,8.0,8.0,1.0,0.0,12.0,14022948.0,18217439.0,7761232.0,Y43,
IMI PONO FOUNDATION,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMUA FAMILY SERVICES,990194402,IMUA FAMILY SERVICES,,161 S WAKEA AVE,KAHULUI,HI,96732-1343,0.0,3.0,3.0,7000.0,198206.0,1.0,10.0,160000000.0,1.0,1.0,202406.0,8.0,7.0,6.0,0.0,6.0,10241533.0,7015549.0,6620237.0,E50Z,
IMUA HEART,874659512,IMUA HEART,,PO BOX 788,KANEOHE,HI,96744-0788,0.0,3.0,3.0,1200.0,202304.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E12,TRAVIS PURDY MBR
INDEPENDENT COALITION OF TREATMENT PROVIDERS,475589132,INDEPENDENT COALITION OF TREATMENT PROVIDERS,,1004 HANOHANO WAY,HONOLULU,HI,96825-3516,0.0,3.0,3.0,2000.0,201708.0,1.0,15.0,0.0,1.0,1.0,202212.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F20,
INSTITUTE FOR A SUSTAINABLE FUTURE,990293759,INSTITUTE FOR A SUSTAINABLE FUTURE,% JEFF TURNER,75-5648 STE B MAMALAHOA HWY,HOLUALOA,HI,96725-0000,0.0,3.0,3.0,1000.0,199310.0,1.0,11.0,149379000.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,,
INSTITUTE FOR GREATER GOOD,372007133,INSTITUTE FOR GREATER GOOD,,PO BOX 2964,HONOLULU,HI,96802-2964,0.0,3.0,3.0,1200.0,202303.0,1.0,4.0,0.0,1.0,1.0,202312.0,3.0,3.0,0.0,1.0,12.0,49937.0,40368.0,,F02,
INSTITUTE OF CLINICAL ACUPUNCTURE RESEARCH AND EDUCATION FOUNDATION,863255054,INSTITUTE OF CLINICAL ACUPUNCTURE RESEARCH AND EDUCATION FOUNDATION,% SHANNYN MATSUMOTO,100 N BERETANIA ST STE 203B,HONOLULU,HI,96817-4709,0.0,3.0,3.0,2800.0,202302.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E80,
INTERNATIONAL SHARED CARE COMMUNITY ORGANIZATION INC,922153057,INTERNATIONAL SHARED CARE COMMUNITY ORGANIZATION INC,% GERTRUDE ESPINOZA,50 VEVAU SUITE 224,KAHULUI,HI,96732-0000,0.0,3.0,3.0,1200.0,202311.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,12.0,,,,E60,
ISLAND INSURANCE FOUNDATION,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWALANI FOUNDATION,203643156,IWALANI FOUNDATION,,94-1004 ANANIA PL,MILILANI,HI,96789-2502,0.0,3.0,3.0,1000.0,201507.0,1.0,15.0,0.0,1.0,1.0,202212.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E86,DONNA S IWANE
J WALTER CAMERON CENTER,990140273,J WALTER CAMERON CENTER,% CESAR GAXIOLA,95 MAHALANI STREET,WAILUKU,HI,96793-2521,0.0,3.0,3.0,1000.0,196908.0,1.0,15.0,160165179.0,1.0,1.0,202312.0,8.0,6.0,1.0,0.0,12.0,11190282.0,2260655.0,2080561.0,,
J WATUMULL FUND,510205431,J WATUMULL FUND,,PO BOX 3708-TRUST,HONOLULU,HI,96811-0000,0.0,3.0,3.0,1000.0,197612.0,1.0,4.0,602000000.0,1.0,1.0,202312.0,8.0,6.0,0.0,1.0,12.0,11163329.0,1927429.0,,,
JACK L PETERSON AND VANESSA MCCOY-PETERSON FOUNDATION,202026404,JACK L PETERSON AND VANESSA MCCOY-PETERSON FOUNDATION,% JACK L PETERSON,PO BOX 384973,WAIKOLOA,HI,96738-4973,0.0,3.0,3.0,1000.0,200503.0,1.0,4.0,0.0,1.0,1.0,202312.0,4.0,3.0,0.0,1.0,12.0,228722.0,53561.0,,T22,
JACOB TEITELBAUM FAMILY FOUNDATION,522139345,JACOB TEITELBAUM FAMILY FOUNDATION,% DR JACOB TEITELBAUM,76-6322 KAHEIAU ST,KAILUA KONA,HI,96740-3218,0.0,3.0,3.0,1000.0,200010.0,1.0,4.0,0.0,2.0,1.0,202312.0,1.0,4.0,0.0,1.0,12.0,4738.0,187730.0,,T22,
JAMES & SALLY ZUKERKORN FOUNDATION,996005323,JAMES & SALLY ZUKERKORN FOUNDATION,% LODEN & CONAHAN LLLC,1060 YOUNG ST STE 327,HONOLULU,HI,96814-1609,0.0,3.0,3.0,1000.0,195702.0,1.0,4.0,602000000.0,2.0,1.0,202412.0,6.0,5.0,0.0,1.0,12.0,2732468.0,831134.0,,,
JAMES AND JUANITA C WO FOUNDATION,996009140,JAMES AND JUANITA C WO FOUNDATION,,PO BOX 893134,MILILANI,HI,96789-0134,0.0,3.0,3.0,1000.0,196210.0,1.0,4.0,602000000.0,1.0,1.0,202405.0,6.0,6.0,0.0,1.0,5.0,3178596.0,1106770.0,,,
JASPER J AND URSULA H JEPSON TRUST,990341131,JASPER J AND URSULA H JEPSON TRUST,% PACIFIC CENTURY TRUST TRUSTEE,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,3.0,3.0,1000.0,200005.0,0.0,4.0,0.0,0.0,1.0,202403.0,4.0,4.0,0.0,1.0,3.0,448532.0,119677.0,,,
JEAN & WILLIAM K H MAU FOUNDATION,990258720,JEAN & WILLIAM K H MAU FOUNDATION,,2270 KALAKAUA AVE STE 1800,HONOLULU,HI,96815-2557,0.0,92.0,3.0,1000.0,0.0,0.0,0.0,909000000.0,6.0,12.0,201102.0,6.0,5.0,0.0,1.0,2.0,1927535.0,565306.0,,,
JEAN ESTES EPSTEIN CHARITABLE FOUNDATION,263478306,JEAN ESTES EPSTEIN CHARITABLE FOUNDATION,% KATHERINE C ANDERSON,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,3.0,3.0,1200.0,200907.0,1.0,4.0,0.0,2.0,1.0,202412.0,7.0,6.0,0.0,1.0,12.0,5303848.0,1711671.0,,T22,
JEANNE AND JIM RILEY FOUNDATION,731690017,JEANNE AND JIM RILEY FOUNDATION,% JEANNE RILEY,1053 KAPUKAULUA PL,PAIA,HI,96779-8158,0.0,3.0,3.0,1000.0,200505.0,1.0,4.0,0.0,1.0,1.0,202312.0,3.0,1.0,0.0,1.0,12.0,26763.0,1.0,,T22,
JEWISH COMMUNITY SERVICES OF HAWAII,990334439,JEWISH COMMUNITY SERVICES OF HAWAII,% HOWARD TOCMAN,PO BOX 235805,HONOLULU,HI,96823-3513,0.0,3.0,3.0,1000.0,199809.0,1.0,15.0,994560000.0,1.0,1.0,202412.0,6.0,6.0,1.0,0.0,12.0,1392214.0,1070614.0,1070614.0,P20,
JOHN T WATERHOUSE SHARE NO 3 TRUST,996048709,JOHN T WATERHOUSE SHARE NO 3 TRUST,% FIRST HAWAIIAN BANK,PO BOX 3708,HONOLULU,HI,96811-3708,0.0,3.0,3.0,1000.0,198510.0,1.0,17.0,998000000.0,2.0,1.0,202412.0,8.0,8.0,1.0,0.0,12.0,17573965.0,11164884.0,2606176.0,,
JUE JUES SAFE SPACE,871386933,JUE JUES SAFE SPACE,,548 MAPU LN,HONOLULU,HI,96817-2241,0.0,3.0,3.0,1000.0,202408.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F70,
K J LUKE FOUNDATION,990234080,K J LUKE FOUNDATION,,45 N KING ST STE 600,HONOLULU,HI,96817-5649,0.0,3.0,3.0,1000.0,198412.0,1.0,4.0,602000000.0,1.0,1.0,202412.0,7.0,6.0,0.0,1.0,12.0,6806360.0,2119651.0,,,
KAPIOLANI HEALTH FOUNDATION,990246364,KAPIOLANI HEALTH FOUNDATION,% CHENWEI LI,55 MERCHANT STREET 24TH FLOOR,HONOLULU,HI,96813-4333,0.0,3.0,3.0,1000.0,198610.0,1.0,15.0,179602000.0,1.0,1.0,202406.0,9.0,8.0,1.0,0.0,6.0,146090402.0,21147275.0,12824633.0,E11,
KOKOLULU FARM AND CANCER RETREATS INC,010954321,KOKOLULU FARM AND CANCER RETREATS INC,% LEWIS M WHITNEY,PO BOX 340,HAWI,HI,96719-0340,0.0,3.0,3.0,1000.0,201101.0,1.0,15.0,0.0,1.0,1.0,202312.0,2.0,3.0,1.0,0.0,12.0,12202.0,52945.0,52945.0,G30,
KOKUA MAU INC,990339201,KOKUA MAU INC,,PO BOX 62155,HONOLULU,HI,96839-2155,0.0,3.0,3.0,1000.0,199907.0,1.0,16.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,289477.0,317046.0,317046.0,P74,
KU ALOHA OLA MAU,990165675,KU ALOHA OLA MAU,,1130 N NIMITZ HWY C-302,HONOLULU,HI,96817-6501,0.0,3.0,3.0,1000.0,197609.0,1.0,12.0,179573000.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,4125379.0,3435199.0,3435199.0,F22Z,
KA HALE POMAIKAI,912147045,KA HALE POMAIKAI,% SHARI LYNN,PO BOX 1895,KAUNAKAKAI,HI,96748-1895,0.0,3.0,3.0,1000.0,200209.0,1.0,15.0,0.0,1.0,1.0,202309.0,6.0,5.0,1.0,0.0,9.0,1332582.0,933229.0,933229.0,F20,
KA OHANA WAIAHA,800149114,KA OHANA WAIAHA,% CHRISTINE COLBY,75-5851 KUAKINI HWY 102,KAILUA KONA,HI,96740-2199,0.0,3.0,3.0,1000.0,200807.0,1.0,15.0,0.0,1.0,1.0,202412.0,7.0,4.0,1.0,0.0,12.0,7272167.0,270912.0,270912.0,L20,
KA U RURAL HEALTH COMMUNITY ASSOCIATION INC,990339439,KA U RURAL HEALTH COMMUNITY ASSOCIATION INC,% JESSANIE MARQUES,PO BOX 878,PAHALA,HI,96777-0878,0.0,3.0,3.0,1200.0,199910.0,1.0,15.0,0.0,1.0,1.0,202412.0,3.0,3.0,1.0,0.0,12.0,40800.0,76240.0,76240.0,E60,
KAHA KUKAHI,862284734,KAHA KUKAHI,% STEVEN SLAZYK,657 KAI HELE STREET,LAHAINA,HI,96761-0000,0.0,3.0,3.0,1200.0,202110.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,157621.0,281235.0,281235.0,N67,
KAHAKULOA ACRES PRIVATE WATER COMPANY INC,990330323,KAHAKULOA ACRES PRIVATE WATER COMPANY INC,% JS PROPERTY MANAGEMENT INC,1962 WELLS ST STE B,WAILUKU,HI,96793-2399,0.0,12.0,3.0,1000.0,199804.0,2.0,0.0,250000000.0,1.0,1.0,202312.0,5.0,4.0,1.0,0.0,12.0,598015.0,303034.0,303034.0,,
KAHALA NUI SENIOR LIVING INC,814797420,KAHALA NUI SENIOR LIVING INC,,4389 MALIA STREET,HONOLULU,HI,96821-1106,0.0,3.0,3.0,1000.0,201708.0,1.0,23.0,0.0,1.0,1.0,202312.0,8.0,8.0,1.0,0.0,12.0,36329613.0,20444139.0,20444139.0,E02,
KAHALA SENIOR LIVING COMMUNITY INC,990290103,KAHALA SENIOR LIVING COMMUNITY INC,,4389 MALIA ST,HONOLULU,HI,96821-1106,0.0,3.0,3.0,1000.0,199206.0,1.0,15.0,382000000.0,1.0,1.0,202312.0,9.0,8.0,1.0,0.0,12.0,302647917.0,48537371.0,38583616.0,L22,
KAHOOKAMAMALU II INC,200448213,KAHOOKAMAMALU II INC,,1935 MAIN ST STE 204,WAILUKU,HI,96793-1784,0.0,3.0,3.0,1000.0,200401.0,1.0,15.0,0.0,1.0,1.0,202406.0,5.0,3.0,1.0,0.0,6.0,904397.0,97681.0,97681.0,L21,
KAHOOMIKI,470890686,KAHOOMIKI,,PO BOX 22207,HONOLULU,HI,96823-2207,0.0,3.0,3.0,2000.0,200307.0,1.0,16.0,0.0,1.0,1.0,202412.0,4.0,4.0,1.0,0.0,12.0,125977.0,111887.0,111887.0,E01,
KAHUKU MEDICAL CENTER,870805301,KAHUKU MEDICAL CENTER,% THOMAS M DRISKILL JR,56-117 PUALALEA ST,KAHUKU,HI,96731-2052,0.0,3.0,3.0,1000.0,200904.0,1.0,12.0,0.0,1.0,1.0,,0.0,0.0,14.0,0.0,6.0,,,,E22,
KAKOO OIWI,571236490,KAKOO OIWI,% TRISHA K WATSON,46-005 KAWA ST STE 104,KANEOHE,HI,96744-3887,0.0,3.0,3.0,1000.0,200710.0,1.0,15.0,0.0,1.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,2061544.0,1914460.0,1914460.0,S19,
KALIHI PALAMA HEALTH CENTER,990161221,KALIHI PALAMA HEALTH CENTER,% LIANE SUGIMOTO,915 N KING ST,HONOLULU,HI,96817-4544,0.0,3.0,3.0,1000.0,197606.0,1.0,12.0,154165000.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,31496993.0,33201873.0,33201873.0,,
KALIHI VALLEY COMMUNITY FOUNDATION,990329894,KALIHI VALLEY COMMUNITY FOUNDATION,% DALLYS SALAS,2239 N SCHOOL ST,HONOLULU,HI,96819-2539,0.0,3.0,3.0,1000.0,199612.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E21,
KAPIOLANI MEDICAL CENTER FOR WOMEN AND CHILDREN,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAPIOLANI MEDICAL SPECIALISTS,990322406,KAPIOLANI MEDICAL SPECIALISTS,% JESSICA LI,55 MERCHANT STREET 24TH FLOOR,HONOLULU,HI,96813-4333,0.0,3.0,3.0,1000.0,199611.0,1.0,12.0,995154000.0,1.0,1.0,202406.0,9.0,9.0,1.0,0.0,6.0,75706584.0,354430283.0,354430283.0,E01,
KAU HOSPITAL CHARITABLE FOUNDATION INC,912016071,KAU HOSPITAL CHARITABLE FOUNDATION INC,% KAU HOSPITAL,PO BOX 773,PAHALA,HI,96777-0773,0.0,3.0,3.0,1000.0,200606.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E112,
KAUAI ADOLESCENT TREATMENT CENTER FOR HEALING,863982630,KAUAI ADOLESCENT TREATMENT CENTER FOR HEALING,% LANCE SEGAWA,4643 WAIMEA CANYON DRIVE,WAIMEA,HI,96796-0000,0.0,3.0,3.0,1000.0,202203.0,1.0,21.0,0.0,1.0,1.0,202406.0,4.0,4.0,1.0,0.0,6.0,224539.0,138748.0,138748.0,F33,
KAUAI COMMUNITY HEALTH ALLIANCE,870813060,KAUAI COMMUNITY HEALTH ALLIANCE,% JAMES WINKLER,2460 OKA ST STE 101,KILAUEA,HI,96754-5308,0.0,3.0,3.0,1000.0,200805.0,1.0,12.0,0.0,1.0,1.0,202112.0,5.0,6.0,0.0,0.0,12.0,,,,E32,HALE LEA MEDICAL CLINIC
KAUAI HOSPICE INC,990221830,KAUAI HOSPICE INC,,4457 PAHEE ST,LIHUE,HI,96766-2032,0.0,3.0,3.0,1000.0,198406.0,1.0,15.0,0.0,5.0,1.0,202312.0,7.0,6.0,1.0,0.0,12.0,6216662.0,4933223.0,4832586.0,P74Z,
KAUAI MEDICAL CLINIC,990326099,KAUAI MEDICAL CLINIC,% DEBRA TUQUERO,55 MERCHANT STREET 24TH FLOOR,HONOLULU,HI,96813-4333,0.0,3.0,3.0,1000.0,199801.0,1.0,15.0,154165179.0,1.0,1.0,202406.0,8.0,9.0,1.0,0.0,6.0,22542787.0,70160353.0,70160353.0,E30Z,
